                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    156,                0.92729,                0.66994,                 1.2138,                0.99165,                      1,                  0.995,                0.84451,                0.65888,                0.46565,                 1.1434,               0.000977,               0.000977,               0.000977
                    157,                0.92142,                0.65298,                 1.2197,                  0.992,                      1,                  0.995,                0.86517,                0.58465,                0.41008,                 1.1131,              0.0009704,              0.0009704,              0.0009704
                    158,                0.84596,                0.56839,                 1.1655,                0.99208,                      1,                  0.995,                0.83372,                0.64586,                0.44548,                  1.111,              0.0009638,              0.0009638,              0.0009638
                    159,                0.90774,                0.59591,                 1.2331,                 0.9933,                      1,                  0.995,                0.78129,                0.71483,                0.48051,                 1.1355,              0.0009572,              0.0009572,              0.0009572
                    160,                0.87486,                0.60216,                  1.138,                0.99354,                      1,                  0.995,                0.76393,                0.72712,                0.46313,                 1.1432,              0.0009506,              0.0009506,              0.0009506
                    161,                0.84035,                0.57718,                  1.128,                0.99273,                      1,                  0.995,                 0.8037,                 0.6899,                0.49308,                 1.1408,               0.000944,               0.000944,               0.000944
                    162,                 1.0032,                0.72975,                 1.2896,                0.99205,                      1,                  0.995,                0.79287,                0.72064,                0.49743,                 1.1479,              0.0009374,              0.0009374,              0.0009374
                    163,                0.87585,                0.59766,                 1.1764,                0.99255,                      1,                  0.995,                0.76006,                0.74316,                0.51617,                 1.1654,              0.0009308,              0.0009308,              0.0009308
                    164,                0.81408,                0.57267,                 1.1588,                0.99213,                      1,                  0.995,                0.73404,                 0.7464,                 0.5356,                 1.1585,              0.0009242,              0.0009242,              0.0009242
                    165,                0.93248,                0.62452,                 1.2069,                0.99231,                      1,                  0.995,                0.75137,                0.79598,                0.54912,                 1.1848,              0.0009176,              0.0009176,              0.0009176
                    166,                 0.9225,                0.64489,                 1.2503,                0.99254,                      1,                  0.995,                0.77956,                0.81455,                0.53524,                 1.1974,               0.000911,               0.000911,               0.000911
                    167,                0.90741,                0.60035,                 1.2421,                0.99355,                      1,                  0.995,                0.85675,                0.68798,                0.44783,                 1.1755,              0.0009044,              0.0009044,              0.0009044
                    168,                0.86767,                0.57695,                 1.1498,                0.99367,                      1,                  0.995,                0.83811,                0.69875,                0.47434,                 1.1741,              0.0008978,              0.0008978,              0.0008978
                    169,                0.93698,                 0.7015,                 1.2344,                0.99315,                      1,                  0.995,                0.82856,                0.65613,                0.45389,                 1.1229,              0.0008912,              0.0008912,              0.0008912
                    170,                0.83654,                0.59763,                 1.1738,                0.99251,                      1,                  0.995,                0.81612,                0.68743,                0.48595,                  1.106,              0.0008846,              0.0008846,              0.0008846
                    171,                0.92022,                0.65712,                 1.1618,                0.99216,                      1,                  0.995,                0.83429,                0.78023,                0.51692,                  1.149,               0.000878,               0.000878,               0.000878
                    172,                0.91713,                0.59433,                  1.204,                0.99161,                      1,                  0.995,                0.82355,                0.77705,                0.49537,                 1.1676,              0.0008714,              0.0008714,              0.0008714
                    173,                0.81284,                0.56838,                 1.0893,                0.99136,                      1,                  0.995,                0.83981,                0.74042,                0.46466,                 1.1591,              0.0008648,              0.0008648,              0.0008648
                    174,                0.90515,                 0.6083,                 1.1658,                0.99149,                      1,                  0.995,                0.81771,                0.71101,                0.45321,                 1.1589,              0.0008582,              0.0008582,              0.0008582
                    175,                0.90137,                 0.6504,                 1.1936,                0.99251,                      1,                  0.995,                0.82114,                0.67053,                0.46871,                 1.1424,              0.0008516,              0.0008516,              0.0008516
                    176,                0.85141,                0.55167,                 1.1299,                0.99315,                      1,                  0.995,                0.81924,                0.68038,                0.42952,                 1.1339,               0.000845,               0.000845,               0.000845
                    177,                0.91843,                0.60022,                 1.1619,                0.99331,                      1,                  0.995,                0.81114,                0.70904,                0.44544,                 1.1519,              0.0008384,              0.0008384,              0.0008384
                    178,                 0.9212,                0.64021,                 1.2242,                0.99372,                      1,                  0.995,                 0.8197,                 0.7094,                0.42997,                 1.1546,              0.0008318,              0.0008318,              0.0008318
                    179,                0.92191,                0.58761,                 1.1887,                0.99331,                      1,                  0.995,                0.82408,                0.70282,                0.46508,                 1.1303,              0.0008252,              0.0008252,              0.0008252
                    180,                0.82199,                0.55489,                 1.1298,                0.99357,                      1,                  0.995,                0.82818,                0.75923,                0.45073,                 1.1264,              0.0008186,              0.0008186,              0.0008186
                    181,                0.88405,                0.59814,                 1.2008,                0.99383,                      1,                  0.995,                0.82061,                0.74017,                0.44613,                 1.1217,               0.000812,               0.000812,               0.000812
                    182,                 0.8962,                0.57494,                  1.162,                0.99375,                      1,                  0.995,                0.83581,                0.62146,                0.43252,                 1.0908,              0.0008054,              0.0008054,              0.0008054
                    183,                0.86984,                0.58808,                 1.1473,                0.99248,                      1,                  0.995,                0.84232,                0.63283,                 0.4378,                 1.0812,              0.0007988,              0.0007988,              0.0007988
                    184,                0.84674,                0.56272,                 1.1647,                0.99153,                      1,                  0.995,                0.84075,                0.66253,                0.43901,                 1.0941,              0.0007922,              0.0007922,              0.0007922
                    185,                0.96106,                0.61616,                 1.1372,                0.99153,                      1,                  0.995,                0.87641,                  0.608,                0.42021,                 1.0764,              0.0007856,              0.0007856,              0.0007856
                    186,                0.89833,                0.65368,                 1.2079,                0.99191,                      1,                  0.995,                0.86249,                0.59293,                 0.4042,                 1.0757,               0.000779,               0.000779,               0.000779
                    187,                0.81494,                0.57356,                 1.1533,                0.99293,                      1,                  0.995,                0.83309,                0.62595,                0.41381,                 1.0915,              0.0007724,              0.0007724,              0.0007724
                    188,                0.82114,                0.56816,                 1.1612,                 0.9933,                      1,                  0.995,                0.84533,                 0.6356,                 0.4259,                 1.0912,              0.0007658,              0.0007658,              0.0007658
                    189,                0.79161,                0.53408,                  1.078,                0.99322,                      1,                  0.995,                0.88876,                0.61184,                 0.4069,                 1.0876,              0.0007592,              0.0007592,              0.0007592
                    190,                 0.8397,                0.55371,                 1.2038,                0.99275,                      1,                  0.995,                0.84378,                0.61882,                0.42665,                 1.0983,              0.0007526,              0.0007526,              0.0007526
                    191,                0.89341,                 0.5797,                 1.1509,                0.98818,                      1,                  0.995,                0.83145,                0.62828,                0.41474,                 1.0952,               0.000746,               0.000746,               0.000746
                    192,                0.89225,                0.58837,                 1.1977,                0.99272,                      1,                  0.995,                0.83336,                0.63736,                0.43298,                 1.0911,              0.0007394,              0.0007394,              0.0007394
                    193,                0.80831,                0.54697,                 1.1684,                0.99302,                      1,                  0.995,                0.82855,                0.65404,                0.44083,                  1.096,              0.0007328,              0.0007328,              0.0007328
                    194,                0.82953,                 0.5538,                 1.1273,                0.99272,                      1,                  0.995,                0.81073,                0.66817,                0.46433,                 1.1031,              0.0007262,              0.0007262,              0.0007262
                    195,                0.80046,                0.55038,                 1.1111,                0.99261,                      1,                  0.995,                0.83133,                0.67007,                0.48644,                 1.1036,              0.0007196,              0.0007196,              0.0007196
                    196,                0.82332,                0.55968,                 1.1241,                0.99287,                      1,                  0.995,                0.83557,                 0.6812,                0.48781,                 1.0892,               0.000713,               0.000713,               0.000713
                    197,                0.79354,                0.54009,                 1.1183,                0.99274,                      1,                  0.995,                0.83675,                0.65262,                0.45139,                  1.069,              0.0007064,              0.0007064,              0.0007064
                    198,                0.83277,                0.60481,                 1.1909,                0.99236,                      1,                  0.995,                 0.8326,                0.63521,                0.46202,                 1.0548,              0.0006998,              0.0006998,              0.0006998
                    199,                0.88873,                 0.5804,                 1.2371,                0.99306,                      1,                  0.995,                0.86975,                0.66467,                0.41687,                 1.0977,              0.0006932,              0.0006932,              0.0006932
                    200,                 0.8017,                0.56583,                 1.0784,                0.99245,                      1,                  0.995,                0.86329,                 0.6627,                0.40398,                 1.1188,              0.0006866,              0.0006866,              0.0006866
                    201,                 0.7839,                0.53898,                 1.1553,                 0.9926,                      1,                  0.995,                0.85666,                0.61692,                0.40388,                 1.0958,                0.00068,                0.00068,                0.00068
                    202,                0.74116,                0.53639,                 1.0924,                0.99292,                      1,                  0.995,                0.86255,                0.61349,                0.40509,                 1.0852,              0.0006734,              0.0006734,              0.0006734
                    203,                0.77907,                0.52027,                 1.1134,                0.99275,                      1,                  0.995,                0.83628,                0.68395,                0.44065,                 1.1168,              0.0006668,              0.0006668,              0.0006668
                    204,                0.80486,                0.54555,                 1.0964,                0.99278,                      1,                  0.995,                0.86292,                0.69969,                0.47523,                 1.1289,              0.0006602,              0.0006602,              0.0006602
                    205,                0.82915,                0.56962,                  1.121,                0.99314,                      1,                  0.995,                0.83192,                0.62401,                0.49363,                 1.0875,              0.0006536,              0.0006536,              0.0006536
                    206,                0.79633,                0.54883,                 1.1304,                0.99307,                      1,                  0.995,                0.79848,                0.65287,                0.46791,                 1.0947,               0.000647,               0.000647,               0.000647
                    207,                0.81154,                0.51995,                 1.1114,                0.99267,                      1,                  0.995,                0.78115,                0.69224,                 0.4361,                 1.1169,              0.0006404,              0.0006404,              0.0006404
                    208,                0.81436,                0.55143,                  1.139,                0.99295,                      1,                  0.995,                0.80963,                0.68131,                0.44601,                   1.13,              0.0006338,              0.0006338,              0.0006338
                    209,                 0.8086,                0.53509,                 1.1449,                0.99289,                      1,                  0.995,                0.86468,                0.64662,                0.43355,                 1.1299,              0.0006272,              0.0006272,              0.0006272
                    210,                0.83694,                0.55545,                 1.1312,                0.99336,                      1,                  0.995,                0.86493,                0.60536,                0.43439,                 1.0982,              0.0006206,              0.0006206,              0.0006206
                    211,                 0.8388,                0.57357,                 1.2413,                0.99348,                      1,                  0.995,                 0.8383,                0.61641,                0.41248,                 1.0929,               0.000614,               0.000614,               0.000614
                    212,                0.81772,                0.55978,                 1.1448,                0.99321,                      1,                  0.995,                0.83396,                0.67616,                 0.4156,                 1.1386,              0.0006074,              0.0006074,              0.0006074
                    213,                0.81877,                0.53077,                 1.1221,                0.99267,                      1,                  0.995,                 0.8488,                0.70872,                0.41033,                 1.1622,              0.0006008,              0.0006008,              0.0006008
                    214,                0.75464,                0.52571,                 1.0495,                0.99283,                      1,                  0.995,                0.85184,                0.69971,                0.40751,                 1.1587,              0.0005942,              0.0005942,              0.0005942
                    215,                0.83468,                0.56819,                 1.2103,                0.99369,                      1,                  0.995,                0.86331,                0.61588,                0.39325,                 1.0892,              0.0005876,              0.0005876,              0.0005876
                    216,                0.96204,                0.65501,                 1.2595,                0.99379,                      1,                  0.995,                0.88103,                0.57403,                0.40749,                 1.0353,               0.000581,               0.000581,               0.000581
                    217,                0.70141,                0.46573,                 1.0257,                0.99366,                      1,                  0.995,                0.89072,                0.57295,                0.39357,                 1.0229,              0.0005744,              0.0005744,              0.0005744
                    218,                0.80518,                0.51503,                 1.1191,                0.99324,                      1,                  0.995,                0.88832,                0.55097,                 0.3823,                 1.0324,              0.0005678,              0.0005678,              0.0005678
                    219,                0.71389,                0.48386,                 1.1054,                0.99278,                      1,                  0.995,                0.90869,                0.53855,                0.38576,                 1.0264,              0.0005612,              0.0005612,              0.0005612
                    220,                0.73796,                0.48046,                 1.0707,                0.99242,                      1,                  0.995,                0.86856,                0.61217,                0.37908,                 1.0558,              0.0005546,              0.0005546,              0.0005546
                    221,                0.81384,                0.55261,                 1.1493,                 0.9918,                      1,                  0.995,                0.86604,                0.65748,                0.36621,                 1.0727,               0.000548,               0.000548,               0.000548
                    222,                0.73238,                0.50798,                 1.0858,                0.99096,                      1,                  0.995,                0.86637,                0.63963,                  0.377,                 1.0676,              0.0005414,              0.0005414,              0.0005414
                    223,                0.80567,                 0.5276,                 1.0949,                0.99153,                      1,                  0.995,                 0.8655,                 0.6463,                0.38207,                 1.0645,              0.0005348,              0.0005348,              0.0005348
                    224,                0.77842,                0.50961,                 1.0554,                0.99238,                      1,                  0.995,                 0.8553,                0.68083,                0.38953,                 1.0961,              0.0005282,              0.0005282,              0.0005282
                    225,                0.75784,                 0.5028,                 1.0979,                0.99283,                      1,                  0.995,                0.85795,                0.69074,                0.40723,                 1.1314,              0.0005216,              0.0005216,              0.0005216
                    226,                0.69614,                0.49597,                 1.0939,                0.99323,                      1,                  0.995,                0.85134,                0.70363,                0.39835,                 1.1394,               0.000515,               0.000515,               0.000515
                    227,                 0.7826,                0.52648,                 1.1618,                0.99337,                      1,                  0.995,                0.86089,                 0.7055,                0.38096,                 1.1326,              0.0005084,              0.0005084,              0.0005084
                    228,                0.75064,                0.52379,                 1.1559,                 0.9936,                      1,                  0.995,                0.85885,                0.67818,                0.40659,                 1.1193,              0.0005018,              0.0005018,              0.0005018
                    229,                0.73576,                 0.5123,                  1.101,                0.99372,                      1,                  0.995,                0.85985,                0.66264,                0.41312,                 1.1172,              0.0004952,              0.0004952,              0.0004952
                    230,                0.78474,                0.52368,                 1.1123,                0.99361,                      1,                  0.995,                0.85407,                0.65057,                0.40969,                 1.1162,              0.0004886,              0.0004886,              0.0004886
                    231,                0.72118,                 0.4853,                 1.0668,                0.99314,                      1,                  0.995,                0.82692,                0.65382,                0.40732,                 1.1119,               0.000482,               0.000482,               0.000482
                    232,                 0.7777,                0.53017,                 1.1266,                0.99292,                      1,                  0.995,                 0.8271,                0.65289,                0.41564,                 1.1185,              0.0004754,              0.0004754,              0.0004754
                    233,                0.72993,                  0.486,                 1.0462,                0.99281,                      1,                  0.995,                0.84619,                0.64384,                0.41048,                 1.1071,              0.0004688,              0.0004688,              0.0004688
                    234,                0.72015,                0.49015,                  1.067,                0.99286,                      1,                  0.995,                0.84886,                0.62421,                0.40075,                 1.0861,              0.0004622,              0.0004622,              0.0004622
                    235,                0.77648,                0.49494,                 1.1119,                0.99294,                      1,                  0.995,                0.84774,                0.57254,                0.40118,                 1.0552,              0.0004556,              0.0004556,              0.0004556
                    236,                0.75434,                0.48033,                 1.1034,                0.99303,                      1,                  0.995,                0.87074,                0.58112,                0.37938,                 1.0559,               0.000449,               0.000449,               0.000449
                    237,                0.78936,                0.59481,                 1.1232,                0.99323,                      1,                  0.995,                0.85423,                0.56824,                0.37025,                  1.035,              0.0004424,              0.0004424,              0.0004424
                    238,                0.78325,                0.51148,                 1.0645,                0.99332,                      1,                  0.995,                0.88105,                0.54563,                0.35728,                 1.0162,              0.0004358,              0.0004358,              0.0004358
                    239,                0.72252,                 0.5119,                  1.097,                0.99366,                      1,                  0.995,                0.88112,                0.52654,                0.35904,                 1.0048,              0.0004292,              0.0004292,              0.0004292
                    240,                0.84066,                0.56417,                 1.1816,                0.99361,                      1,                  0.995,                0.86631,                0.54687,                0.35707,                  1.024,              0.0004226,              0.0004226,              0.0004226
                    241,                0.69776,                0.47558,                 1.0651,                0.99347,                      1,                  0.995,                0.85707,                0.56628,                0.38424,                  1.045,               0.000416,               0.000416,               0.000416
                    242,                0.67843,                0.44992,                 1.0504,                0.99349,                      1,                  0.995,                0.84473,                0.57873,                0.38619,                 1.0527,              0.0004094,              0.0004094,              0.0004094
                    243,                0.75503,                0.51027,                 1.0687,                0.99348,                      1,                  0.995,                0.85501,                0.61759,                0.39535,                 1.0656,              0.0004028,              0.0004028,              0.0004028
                    244,                0.69267,                0.49542,                 1.0677,                0.99302,                      1,                  0.995,                 0.8498,                0.67259,                0.39331,                 1.0876,              0.0003962,              0.0003962,              0.0003962
                    245,                0.75818,                0.49794,                 1.1597,                0.99264,                      1,                  0.995,                0.81155,                0.70883,                0.42396,                 1.0954,              0.0003896,              0.0003896,              0.0003896
                    246,                0.77389,                 0.5268,                   1.13,                0.99286,                      1,                  0.995,                0.81136,                 0.6907,                0.41984,                 1.0788,               0.000383,               0.000383,               0.000383
                    247,                0.70396,                 0.4656,                 1.0422,                0.99346,                      1,                  0.995,                0.83289,                 0.6072,                0.45769,                 1.0487,              0.0003764,              0.0003764,              0.0003764
                    248,                0.76503,                0.51017,                 1.1392,                0.99342,                      1,                  0.995,                 0.8759,                0.58494,                0.43992,                 1.0394,              0.0003698,              0.0003698,              0.0003698
                    249,                0.67895,                0.47332,                 1.0653,                0.99376,                      1,                  0.995,                0.87747,                0.55298,                0.44958,                  1.045,              0.0003632,              0.0003632,              0.0003632
                    250,                0.70142,                0.48165,                 1.0633,                0.99358,                      1,                  0.995,                0.88685,                0.53788,                0.42598,                  1.049,              0.0003566,              0.0003566,              0.0003566
                    251,                0.69153,                0.44476,                 1.0708,                 0.9938,                      1,                  0.995,                0.85554,                 0.5383,                 0.4077,                 1.0444,                0.00035,                0.00035,                0.00035
                    252,                0.75524,                0.50525,                 1.1193,                 0.9938,                      1,                  0.995,                0.86104,                0.52891,                0.40201,                 1.0123,              0.0003434,              0.0003434,              0.0003434
                    253,                0.76014,                0.60067,                 1.1479,                0.99348,                      1,                  0.995,                0.91304,                0.49344,                0.39169,                 0.9807,              0.0003368,              0.0003368,              0.0003368
                    254,                0.72788,                0.47902,                 1.0375,                0.99337,                      1,                  0.995,                0.89597,                0.48936,                0.38138,                 0.9775,              0.0003302,              0.0003302,              0.0003302
                    255,                0.66652,                0.44821,                 1.0578,                0.99365,                      1,                  0.995,                0.91056,                0.50863,                0.39443,                0.98865,              0.0003236,              0.0003236,              0.0003236
                    256,                0.71235,                0.46298,                 1.0607,                0.99369,                      1,                  0.995,                0.91035,                0.51515,                0.40181,                0.99924,               0.000317,               0.000317,               0.000317
                    257,                0.75502,                0.47537,                 1.0368,                0.99359,                      1,                  0.995,                0.87597,                0.50311,                0.40064,                0.99592,              0.0003104,              0.0003104,              0.0003104
                    258,                0.69647,                0.47253,                 1.0096,                0.99361,                      1,                  0.995,                0.89228,                0.51269,                0.36448,                 1.0112,              0.0003038,              0.0003038,              0.0003038
                    259,                0.67567,                0.46908,                 1.0566,                0.99301,                      1,                  0.995,                0.89564,                0.53506,                0.33602,                 1.0449,              0.0002972,              0.0002972,              0.0002972
                    260,                0.66989,                0.46339,                 1.0526,                0.99278,                      1,                  0.995,                0.87976,                0.54154,                 0.3495,                 1.0514,              0.0002906,              0.0002906,              0.0002906
                    261,                0.72255,                0.51511,                 1.0818,                0.99285,                      1,                  0.995,                 0.8779,                0.54492,                0.36837,                 1.0376,               0.000284,               0.000284,               0.000284
                    262,                0.63138,                0.44441,                 1.0283,                0.99296,                      1,                  0.995,                0.87426,                0.55799,                 0.3677,                 1.0192,              0.0002774,              0.0002774,              0.0002774
                    263,                0.73382,                0.49284,                  1.115,                0.99279,                      1,                  0.995,                0.86805,                0.59451,                0.41459,                 1.0246,              0.0002708,              0.0002708,              0.0002708
                    264,                0.70979,                 0.4755,                 1.0918,                0.99255,                      1,                  0.995,                0.88436,                0.56005,                0.45393,                 1.0194,              0.0002642,              0.0002642,              0.0002642
                    265,                0.70247,                 0.4824,                 1.0826,                0.99247,                      1,                  0.995,                0.87757,                0.55278,                0.41301,                 1.0216,              0.0002576,              0.0002576,              0.0002576
                    266,                0.68475,                0.47766,                 1.0491,                0.99273,                      1,                  0.995,                0.87781,                0.56904,                0.38831,                  1.028,               0.000251,               0.000251,               0.000251
                    267,                0.70082,                0.44479,                 1.0582,                0.99299,                      1,                  0.995,                0.87781,                0.57565,                0.37619,                 1.0346,              0.0002444,              0.0002444,              0.0002444
                    268,                0.72355,                0.48917,                 1.0482,                0.99295,                      1,                  0.995,                0.87825,                0.56132,                0.35712,                 1.0305,              0.0002378,              0.0002378,              0.0002378
                    269,                0.66457,                0.45644,                 1.0798,                0.99304,                      1,                  0.995,                0.88837,                0.55372,                 0.3616,                 1.0141,              0.0002312,              0.0002312,              0.0002312
                    270,                0.63264,                0.43659,                 1.0119,                  0.993,                      1,                  0.995,                0.88675,                0.55092,                0.36122,                 1.0061,              0.0002246,              0.0002246,              0.0002246
                    271,                0.71567,                0.45528,                 1.0396,                0.99319,                      1,                  0.995,                0.87803,                0.53221,                 0.3628,                0.99997,               0.000218,               0.000218,               0.000218
                    272,                0.67911,                0.47674,                 1.0554,                0.99332,                      1,                  0.995,                0.88867,                0.51337,                0.34759,                0.99824,              0.0002114,              0.0002114,              0.0002114
                    273,                0.76746,                0.48546,                 1.0711,                0.99336,                      1,                  0.995,                0.86799,                0.52359,                0.34856,                0.99438,              0.0002048,              0.0002048,              0.0002048
                    274,                0.68373,                0.44527,                 1.0987,                0.99355,                      1,                  0.995,                0.87373,                0.52304,                0.35984,                0.98685,              0.0001982,              0.0001982,              0.0001982
                    275,                0.67367,                0.45623,                 1.1196,                0.99343,                      1,                  0.995,                0.88947,                0.51124,                0.36289,                0.99035,              0.0001916,              0.0001916,              0.0001916
                    276,                0.63152,                0.43003,                 1.0141,                0.99348,                      1,                  0.995,                0.89594,                0.51594,                0.35591,                0.99681,               0.000185,               0.000185,               0.000185
                    277,                0.64223,                0.45955,                 1.0458,                0.99344,                      1,                  0.995,                0.89648,                0.54015,                 0.3601,                 1.0144,              0.0001784,              0.0001784,              0.0001784
                    278,                0.71545,                0.46385,                 1.0595,                0.99347,                      1,                  0.995,                 0.8957,                0.55442,                0.35683,                 1.0204,              0.0001718,              0.0001718,              0.0001718
                    279,                0.69602,                0.47454,                 1.0804,                 0.9933,                      1,                  0.995,                0.88651,                0.56733,                0.36249,                 1.0085,              0.0001652,              0.0001652,              0.0001652
                    280,                0.67886,                0.43673,                 1.0678,                0.99334,                      1,                  0.995,                0.89243,                0.54699,                0.34892,                 1.0037,              0.0001586,              0.0001586,              0.0001586
                    281,                0.66147,                0.45291,                 1.0455,                 0.9934,                      1,                  0.995,                0.86118,                0.53267,                0.34794,                0.99774,               0.000152,               0.000152,               0.000152
                    282,                 0.6779,                0.47025,                 1.0027,                0.99335,                      1,                  0.995,                0.85174,                0.52223,                0.35253,                0.99508,              0.0001454,              0.0001454,              0.0001454
                    283,                0.63429,                0.42131,                 1.0079,                0.99334,                      1,                  0.995,                0.85259,                0.51613,                0.34942,                0.98908,              0.0001388,              0.0001388,              0.0001388
                    284,                 0.5982,                0.42323,                 1.0092,                0.99321,                      1,                  0.995,                0.89184,                0.49524,                0.33741,                0.97856,              0.0001322,              0.0001322,              0.0001322
                    285,                0.64298,                0.43036,                 1.0456,                0.99327,                      1,                  0.995,                0.89517,                0.49099,                0.33872,                0.97619,              0.0001256,              0.0001256,              0.0001256
                    286,                0.64508,                 0.4601,                 1.0738,                 0.9933,                      1,                  0.995,                 0.8926,                0.48952,                0.34379,                0.98717,               0.000119,               0.000119,               0.000119
                    287,                0.60981,                0.42072,                 1.0469,                0.99345,                      1,                  0.995,                 0.8943,                0.49873,                0.34595,                0.98917,              0.0001124,              0.0001124,              0.0001124
                    288,                0.63317,                0.41877,                0.99831,                0.99359,                      1,                  0.995,                 0.8943,                0.50666,                0.34796,                0.99577,              0.0001058,              0.0001058,              0.0001058
                    289,                0.67803,                0.47355,                 1.0904,                0.99358,                      1,                  0.995,                 0.8943,                0.50678,                0.34911,                0.99164,               9.92e-05,               9.92e-05,               9.92e-05
                    290,                0.69365,                0.48021,                 1.0671,                0.99357,                      1,                  0.995,                0.89201,                0.51145,                0.35624,                0.99067,               9.26e-05,               9.26e-05,               9.26e-05
                    291,                0.61465,                0.42733,                  1.066,                0.99363,                      1,                  0.995,                0.90933,                0.50277,                 0.3484,                0.97848,                8.6e-05,                8.6e-05,                8.6e-05
                    292,                0.60051,                0.38722,                 1.0108,                0.99365,                      1,                  0.995,                0.88284,                0.49939,                0.35483,                0.97152,               7.94e-05,               7.94e-05,               7.94e-05
                    293,                0.57511,                0.38238,                0.97844,                0.99361,                      1,                  0.995,                0.90327,                0.50328,                0.36661,                 0.9756,               7.28e-05,               7.28e-05,               7.28e-05
                    294,                0.62655,                 0.4149,                  1.078,                0.99342,                      1,                  0.995,                0.90362,                0.50587,                0.38229,                0.98127,               6.62e-05,               6.62e-05,               6.62e-05
                    295,                0.58336,                0.40403,                 1.0472,                0.99342,                      1,                  0.995,                0.92821,                0.51968,                0.38445,                 1.0035,               5.96e-05,               5.96e-05,               5.96e-05
                    296,                0.60279,                 0.4099,                 1.0332,                0.99346,                      1,                  0.995,                0.92856,                0.52247,                0.38874,                 1.0147,                5.3e-05,                5.3e-05,                5.3e-05
                    297,                0.57753,                0.41404,                0.99711,                0.99347,                      1,                  0.995,                0.90948,                0.52956,                 0.3829,                 1.0201,               4.64e-05,               4.64e-05,               4.64e-05
                    298,                0.57761,                0.38568,                 1.0185,                0.99349,                      1,                  0.995,                0.88887,                0.53179,                0.38763,                 1.0192,               3.98e-05,               3.98e-05,               3.98e-05
                    299,                0.59976,                0.40544,                 1.0482,                0.99348,                      1,                  0.995,                0.88955,                0.53872,                0.37962,                 1.0247,               3.32e-05,               3.32e-05,               3.32e-05
                    300,                0.58828,                    0.4,                 1.0411,                0.99348,                      1,                  0.995,                0.88955,                0.54334,                0.37239,                 1.0289,               2.66e-05,               2.66e-05,               2.66e-05
